area,ap_ratio,avg_temp,avg_humidity,production,max_temp,min_temp,max_relative_humidity,min_relative_humidity,growth_jan,growth_feb,growth_mar,growth_apr,growth_may,growth_jun,growth_jul,growth_aug,growth_sep,growth_oct,growth_nov,growth_dec,harvest_jan,harvest_feb,harvest_mar,harvest_apr,harvest_may,harvest_jun,harvest_jul,harvest_aug,harvest_sep,harvest_oct,harvest_nov,harvest_dec,transplant_month,crop_name_enc,season_enc,district_enc
202388,1.0495724190863407,26.0,72.5,192829,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,58
200166,0.9053884740120226,26.0,72.5,221083,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,59
198587,0.9570734575457603,26.0,72.5,207494,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,60
336140,0.9436647791873826,26.0,72.5,356207,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,61
249183,1.1998873223159598,26.0,72.5,207672,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,62
322836,0.9227682246409952,26.0,72.5,349856,40,12.0,60,85,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,1,63
167,0.14924039320822163,25.0,70.0,1119,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,0
128,0.7664670658682635,25.0,70.0,167,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,1
1597,1.08713410483322,25.0,70.0,1469,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,2
1351,0.24563636363636362,25.0,70.0,5500,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,3
148,0.19397116644823068,25.0,70.0,763,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,4
233,0.2949367088607595,25.0,70.0,790,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,5
15,1.1538461538461537,25.0,70.0,13,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,6
50,0.19011406844106463,25.0,70.0,263,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,7
71,0.45806451612903226,25.0,70.0,155,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,8
95,0.20787746170678337,25.0,70.0,457,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,9
77,0.212707182320442,25.0,70.0,362,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,10
142,0.3837837837837838,25.0,70.0,370,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,11
330,0.9243697478991597,25.0,70.0,357,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,12
31,0.13191489361702127,25.0,70.0,235,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,13
47,0.08260105448154657,25.0,70.0,569,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,14
479,0.740340030911901,25.0,70.0,647,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,15
28,0.509090909090909,25.0,70.0,55,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,16
11,0.0738255033557047,25.0,70.0,149,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,17
40,0.1694915254237288,25.0,70.0,236,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,18
52,0.08798646362098139,25.0,70.0,591,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,19
141,0.26454033771106944,25.0,70.0,533,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,20
86,0.24571428571428572,25.0,70.0,350,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,21
204,0.16721311475409836,25.0,70.0,1220,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,22
742,0.16307692307692306,25.0,70.0,4550,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,23
97,0.0689410092395167,25.0,70.0,1407,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,24
31,0.10231023102310231,25.0,70.0,303,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,25
129,0.4849624060150376,25.0,70.0,266,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,26
592,0.6704416761041903,25.0,70.0,883,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,27
60,0.10582010582010581,25.0,70.0,567,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,28
24,0.1437125748502994,25.0,70.0,167,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,29
63,0.10824742268041238,25.0,70.0,582,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,30
13,0.03611111111111111,25.0,70.0,360,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,31
6,0.6666666666666666,25.0,70.0,9,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,32
33,0.04721030042918455,25.0,70.0,699,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,33
96,0.0967741935483871,25.0,70.0,992,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,34
18,0.24324324324324326,25.0,70.0,74,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,35
101,0.5401069518716578,25.0,70.0,187,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,36
86,0.11139896373056994,25.0,70.0,772,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,37
15,0.10948905109489052,25.0,70.0,137,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,38
407,0.5950292397660819,25.0,70.0,684,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,39
62,0.18023255813953487,25.0,70.0,344,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,40
218,0.1634182908545727,25.0,70.0,1334,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,41
8,0.058394160583941604,25.0,70.0,137,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,42
28,0.12727272727272726,25.0,70.0,220,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,43
270,0.3253012048192771,25.0,70.0,830,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,44
64,0.19571865443425077,25.0,70.0,327,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,45
5,0.04807692307692308,25.0,70.0,104,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,46
79,0.1348122866894198,25.0,70.0,586,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,47
81,0.3333333333333333,25.0,70.0,243,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,48
19,0.15833333333333333,25.0,70.0,120,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,49
400,0.8113590263691683,25.0,70.0,493,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,50
394,0.08585748529091305,25.0,70.0,4589,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,51
233,0.4338919925512104,25.0,70.0,537,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,52
183,0.3433395872420263,25.0,70.0,533,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,53
128,0.579185520361991,25.0,70.0,221,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,54
12,0.1,25.0,70.0,120,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,55
391,0.36372093023255814,25.0,70.0,1075,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,56
84,0.24705882352941178,25.0,70.0,340,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,57
58,0.1901639344262295,25.0,70.0,305,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,58
23,0.08243727598566308,25.0,70.0,279,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,59
41,1.3225806451612903,25.0,70.0,31,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,60
66,0.4714285714285714,25.0,70.0,140,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,61
518,1.0318725099601593,25.0,70.0,502,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,62
16,0.14814814814814814,25.0,70.0,108,30,20.0,60,80,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,0,63
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0
64,3.764705882352941,28.0,35.0,17,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,2
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,3
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,4
6,3.0,28.0,35.0,2,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,5
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,6
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,7
50,2.6315789473684212,28.0,35.0,19,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,8
35,1.5217391304347827,28.0,35.0,23,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,9
24,4.0,28.0,35.0,6,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,10
2,0.5,28.0,35.0,4,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,11
2,inf,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,12
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,13
15,3.75,28.0,35.0,4,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,14
5,2.5,28.0,35.0,2,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,15
11,5.5,28.0,35.0,2,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,16
49,1.6896551724137931,28.0,35.0,29,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,17
2,inf,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,18
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,19
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,20
8,4.0,28.0,35.0,2,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,21
12,3.0,28.0,35.0,4,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,22
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,23
0,,28.0,35.0,0,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,24
20,2.5,28.0,35.0,8,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,25
29,3.2222222222222223,28.0,35.0,9,30,26.0,20,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,26
